PLAYER_ID,PLAYER_NAME,PLAYER_POSITION,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,FAN_DUEL_PTS,NBA_FANTASY_PTS,PTS,REB,AST,BLK,STL,TOV,FG3M,FGA,FG_PCT,FTA,FT_PCT
1629655,Daniel Gafford,F-C,1610612764,WAS,1,28.0,27.9,30.9,13.0,7.0,1.0,2.0,1.0,1.0,0.0,9.0,0.444,10.0,0.5
1627854,Bryn Forbes,G,1610612743,DEN,1,36.4,27.6,28.7,24.0,1.0,1.0,0.0,1.0,1.0,5.0,14.0,0.429,7.0,1.0
1630994,Gabriel Lundberg,G,1610612756,PHX,1,26.9,27.5,29.5,10.0,5.0,5.0,0.0,2.0,0.0,2.0,13.0,0.308,0.0,0.0
1629002,Chimezie Metu,F-C,1610612758,SAC,1,29.6,27.4,32.4,7.0,7.0,2.0,1.0,4.0,1.0,1.0,5.0,0.4,2.0,1.0
1629643,Chuma Okeke,F,1610612753,ORL,1,29.3,27.2,29.2,17.0,6.0,0.0,1.0,1.0,1.0,5.0,13.0,0.462,0.0,0.0
202692,Alec Burks,G,1610612752,NYK,1,39.7,27.2,28.2,10.0,6.0,8.0,0.0,1.0,4.0,2.0,7.0,0.571,0.0,0.0
1626169,Stanley Johnson,F-G,1610612747,LAL,1,46.5,27.1,27.1,15.0,8.0,3.0,0.0,0.0,2.0,1.0,9.0,0.556,4.0,1.0
1627751,Jakob Poeltl,C,1610612759,SAS,1,28.7,27.0,29.0,12.0,10.0,0.0,1.0,1.0,1.0,0.0,11.0,0.545,0.0,0.0
1628970,Miles Bridges,F,1610612766,CHA,1,27.8,26.9,27.9,9.0,7.0,5.0,1.0,0.0,0.0,1.0,12.0,0.25,2.0,1.0
1630530,Trey Murphy III,F,1610612740,NOP,1,26.8,26.7,28.7,15.0,6.0,1.0,0.0,2.0,1.0,2.0,13.0,0.462,1.0,1.0
203107,Tomas Satoransky,G,1610612764,WAS,1,20.3,26.7,27.7,5.0,6.0,9.0,0.0,1.0,1.0,1.0,3.0,0.667,0.0,0.0
1629607,Jared Harper,G,1610612740,NOP,1,20.3,26.6,27.7,10.0,1.0,9.0,0.0,1.0,0.0,2.0,9.0,0.444,0.0,0.0
1630688,Ish Wainright,F,1610612756,PHX,1,32.1,26.6,30.6,15.0,3.0,0.0,0.0,4.0,0.0,3.0,14.0,0.429,0.0,0.0
1630533,Ziaire Williams,F,1610612763,MEM,1,27.7,26.3,27.3,18.0,4.0,1.0,0.0,1.0,0.0,4.0,18.0,0.333,2.0,1.0
1628464,Daniel Theis,F-C,1610612738,BOS,1,25.9,26.3,26.3,11.0,9.0,3.0,0.0,0.0,0.0,0.0,8.0,0.625,1.0,1.0
1629651,Nic Claxton,F-C,1610612751,BKN,1,23.4,26.2,26.2,14.0,6.0,4.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,1.0
1629001,De'Anthony Melton,G,1610612763,MEM,1,24.2,26.1,27.1,14.0,3.0,5.0,1.0,0.0,1.0,3.0,13.0,0.308,4.0,0.75
1630200,Tre Jones,G,1610612759,SAS,1,20.9,26.1,28.2,12.0,1.0,6.0,0.0,2.0,0.0,2.0,9.0,0.556,0.0,0.0
1629312,Haywood Highsmith,F,1610612748,MIA,1,40.3,26.0,27.0,16.0,5.0,2.0,1.0,0.0,1.0,2.0,17.0,0.412,1.0,0.0
203200,Justin Holiday,F-G,1610612758,SAC,1,31.1,25.8,27.9,19.0,2.0,1.0,0.0,2.0,1.0,5.0,10.0,0.7,0.0,0.0
1630314,Brandon Williams,G,1610612757,POR,1,32.4,25.8,28.8,10.0,4.0,4.0,1.0,2.0,1.0,1.0,16.0,0.25,1.0,1.0
1630553,Keon Johnson,G,1610612757,POR,1,35.1,25.6,29.6,8.0,3.0,6.0,1.0,3.0,3.0,0.0,13.0,0.231,2.0,1.0
1629006,Josh Okogie,G,1610612750,MIN,1,21.3,25.6,28.6,13.0,3.0,2.0,1.0,2.0,0.0,0.0,7.0,0.714,4.0,0.75
1629649,Ignas Brazdeikis,F,1610612753,ORL,1,24.9,25.5,25.5,15.0,5.0,3.0,0.0,0.0,0.0,1.0,10.0,0.6,3.0,0.667
1629130,Duncan Robinson,F,1610612748,MIA,1,20.3,25.4,26.4,9.0,7.0,4.0,0.0,1.0,0.0,3.0,9.0,0.333,0.0,0.0
1629636,Darius Garland,G,1610612739,CLE,1,23.2,25.3,25.4,11.0,2.0,8.0,0.0,0.0,0.0,3.0,7.0,0.571,0.0,0.0
1630579,Jericho Sims,C,1610612752,NYK,1,39.4,25.3,27.3,6.0,14.0,1.0,0.0,2.0,3.0,0.0,4.0,0.75,0.0,0.0
1629726,Garrison Mathews,G,1610612745,HOU,1,31.7,25.2,27.2,14.0,6.0,0.0,1.0,1.0,0.0,3.0,7.0,0.571,3.0,1.0
1629667,Jalen McDaniels,F-C,1610612766,CHA,1,20.6,25.2,26.2,14.0,6.0,2.0,1.0,0.0,1.0,2.0,8.0,0.75,0.0,0.0
202328,Greg Monroe,F-C,1610612750,MIN,1,18.3,25.1,29.1,9.0,3.0,5.0,2.0,2.0,3.0,0.0,8.0,0.5,2.0,0.5
1630557,Corey Kispert,F,1610612764,WAS,1,25.6,25.1,25.1,20.0,3.0,1.0,0.0,0.0,0.0,4.0,12.0,0.667,0.0,0.0
203095,Evan Fournier,G-F,1610612752,NYK,1,32.7,25.1,29.1,6.0,3.0,5.0,2.0,2.0,0.0,2.0,11.0,0.182,0.0,0.0
1630166,Deni Avdija,F,1610612764,WAS,1,31.1,25.0,26.0,12.0,5.0,4.0,0.0,1.0,1.0,1.0,12.0,0.417,1.0,1.0
1630202,Payton Pritchard,G,1610612738,BOS,1,15.4,24.8,25.8,12.0,4.0,4.0,0.0,1.0,0.0,2.0,8.0,0.5,2.0,1.0
201599,DeAndre Jordan,C,1610612755,PHI,1,23.2,24.7,25.7,8.0,11.0,1.0,1.0,0.0,0.0,0.0,6.0,0.667,2.0,0.0
1627759,Jaylen Brown,G-F,1610612738,BOS,1,23.1,24.6,24.6,18.0,3.0,4.0,0.0,0.0,3.0,2.0,16.0,0.5,0.0,0.0
1630296,Braxton Key,F,1610612765,DET,1,21.8,24.5,26.5,12.0,5.0,3.0,1.0,1.0,2.0,1.0,7.0,0.714,1.0,1.0
1628988,Aaron Holiday,G,1610612756,PHX,1,33.0,24.5,25.5,10.0,5.0,5.0,0.0,1.0,1.0,1.0,17.0,0.176,3.0,1.0
1630170,Devin Vassell,G-F,1610612759,SAS,1,31.5,24.3,25.3,15.0,4.0,3.0,0.0,1.0,2.0,3.0,11.0,0.364,4.0,1.0
1629676,Isaiah Roby,F,1610612760,OKC,1,18.1,24.1,26.1,16.0,3.0,1.0,0.0,2.0,1.0,2.0,15.0,0.467,2.0,0.0
202357,Nemanja Bjelica,F,1610612744,GSW,1,22.9,23.9,25.9,4.0,7.0,7.0,0.0,2.0,3.0,0.0,3.0,0.667,0.0,0.0
1626224,Cedi Osman,F,1610612739,CLE,1,27.4,23.8,24.8,15.0,4.0,2.0,0.0,1.0,1.0,2.0,10.0,0.6,2.0,0.5
1630201,Malachi Flynn,G,1610612761,TOR,1,28.0,23.8,25.8,10.0,4.0,4.0,0.0,2.0,1.0,2.0,14.0,0.286,0.0,0.0
1628975,Jevon Carter,G,1610612749,MIL,1,33.4,23.7,26.7,3.0,6.0,5.0,0.0,3.0,0.0,1.0,11.0,0.091,0.0,0.0
1629611,Terance Mann,G-F,1610612746,LAC,1,24.4,23.5,25.5,10.0,5.0,3.0,2.0,0.0,1.0,1.0,7.0,0.571,1.0,1.0
1628989,Kevin Huerter,G-F,1610612737,ATL,1,30.5,23.5,23.5,11.0,5.0,5.0,0.0,0.0,1.0,3.0,8.0,0.5,0.0,0.0
1629750,Javonte Green,G-F,1610612741,CHI,1,39.7,23.4,25.4,8.0,7.0,2.0,0.0,2.0,0.0,0.0,8.0,0.5,0.0,0.0
1629661,Cameron Johnson,F,1610612756,PHX,1,23.2,23.4,24.4,12.0,7.0,2.0,1.0,0.0,2.0,1.0,9.0,0.444,3.0,1.0
1628380,Zach Collins,F-C,1610612759,SAS,1,15.2,23.3,27.4,8.0,2.0,4.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0
201143,Al Horford,C-F,1610612738,BOS,1,23.6,23.2,24.2,13.0,6.0,2.0,1.0,0.0,2.0,1.0,8.0,0.75,0.0,0.0
1626196,Josh Richardson,G,1610612759,SAS,1,28.2,23.1,24.1,18.0,3.0,1.0,0.0,1.0,2.0,4.0,12.0,0.5,2.0,1.0
1627827,Dorian Finney-Smith,F,1610612742,DAL,1,27.3,23.1,24.1,16.0,3.0,1.0,0.0,1.0,0.0,4.0,7.0,0.857,0.0,0.0
202355,Hassan Whiteside,C,1610612762,UTA,1,14.7,22.9,24.9,7.0,7.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,4.0,0.75
1627884,Derrick Jones Jr.,F,1610612741,CHI,1,28.5,22.8,25.8,12.0,4.0,2.0,1.0,2.0,3.0,2.0,5.0,0.6,4.0,1.0
1626195,Willy Hernangomez,C-F,1610612740,NOP,1,19.6,22.8,23.8,8.0,9.0,2.0,0.0,1.0,1.0,0.0,11.0,0.273,2.0,1.0
1628432,Davon Reed,G,1610612743,DEN,1,29.5,22.6,23.6,14.0,3.0,4.0,0.0,1.0,3.0,2.0,10.0,0.6,3.0,0.0
203486,Mason Plumlee,F-C,1610612766,CHA,1,21.1,22.6,24.6,8.0,8.0,2.0,2.0,0.0,2.0,0.0,6.0,0.667,2.0,0.0
1630209,Omer Yurtseven,C,1610612748,MIA,1,35.4,22.5,24.5,7.0,10.0,1.0,1.0,1.0,2.0,0.0,14.0,0.214,2.0,0.5
203939,Dwight Powell,F-C,1610612742,DAL,1,25.1,22.4,23.4,12.0,7.0,2.0,1.0,0.0,3.0,0.0,6.0,0.833,6.0,0.333
1630176,Vernon Carey Jr.,F-C,1610612764,WAS,1,18.6,22.4,24.4,11.0,7.0,0.0,1.0,1.0,1.0,0.0,7.0,0.571,8.0,0.375
1628384,OG Anunoby,F,1610612761,TOR,1,25.5,22.3,23.3,8.0,9.0,3.0,0.0,1.0,3.0,0.0,9.0,0.333,2.0,1.0
201145,Jeff Green,F,1610612743,DEN,1,23.6,22.3,23.4,16.0,2.0,2.0,1.0,0.0,1.0,0.0,8.0,0.875,2.0,1.0
201961,Wayne Ellington,G,1610612747,LAL,1,30.0,22.3,23.4,18.0,2.0,0.0,1.0,0.0,0.0,4.0,10.0,0.6,2.0,1.0
1629631,De'Andre Hunter,F-G,1610612737,ATL,1,32.6,22.3,22.4,22.0,2.0,0.0,0.0,0.0,2.0,4.0,13.0,0.538,5.0,0.8
1630173,Precious Achiuwa,F,1610612761,TOR,1,26.1,22.2,24.2,9.0,6.0,2.0,1.0,1.0,1.0,1.0,13.0,0.308,0.0,0.0
1629675,Naz Reid,C-F,1610612750,MIN,1,21.4,22.0,24.0,14.0,5.0,0.0,2.0,0.0,2.0,2.0,10.0,0.6,0.0,0.0
1630678,Terry Taylor,F,1610612754,IND,1,23.6,21.9,22.9,10.0,7.0,1.0,0.0,1.0,0.0,0.0,7.0,0.571,2.0,1.0
203463,Ben McLemore,G,1610612757,POR,1,25.2,21.8,22.8,13.0,4.0,2.0,0.0,1.0,1.0,2.0,4.0,1.0,4.0,0.75
1630249,Vit Krejci,G,1610612760,OKC,1,40.2,21.6,21.6,16.0,3.0,2.0,0.0,0.0,1.0,2.0,17.0,0.412,0.0,0.0
1630222,Mason Jones,G,1610612747,LAL,1,23.6,21.5,22.5,9.0,5.0,3.0,0.0,1.0,0.0,0.0,3.0,0.333,8.0,0.875
1630168,Onyeka Okongwu,F-C,1610612737,ATL,1,22.7,21.3,22.3,8.0,9.0,1.0,1.0,0.0,1.0,0.0,4.0,0.75,2.0,1.0
1628396,Tony Bradley,C-F,1610612741,CHI,1,14.8,21.1,22.1,11.0,8.0,1.0,1.0,0.0,3.0,0.0,8.0,0.625,2.0,0.5
202699,Tobias Harris,F,1610612755,PHI,1,23.9,21.0,22.0,6.0,5.0,6.0,0.0,1.0,2.0,0.0,10.0,0.3,0.0,0.0
1630264,Anthony Gill,F,1610612764,WAS,1,19.2,20.6,20.6,9.0,8.0,2.0,0.0,0.0,1.0,1.0,10.0,0.3,2.0,1.0
1628470,Torrey Craig,F,1610612756,PHX,1,26.3,20.6,22.6,8.0,3.0,4.0,2.0,0.0,1.0,2.0,10.0,0.3,0.0,0.0
1630195,Leandro Bolmaro,F,1610612750,MIN,1,17.9,20.6,20.6,11.0,3.0,4.0,0.0,0.0,0.0,1.0,9.0,0.444,2.0,1.0
1628998,Cody Martin,F,1610612766,CHA,1,24.1,20.5,23.5,5.0,5.0,3.0,1.0,2.0,1.0,0.0,3.0,0.333,3.0,1.0
1627814,Damion Lee,G-F,1610612744,GSW,1,23.6,20.5,21.5,11.0,5.0,1.0,0.0,1.0,0.0,1.0,7.0,0.571,2.0,1.0
1630240,Saben Lee,G,1610612765,DET,1,31.6,20.3,21.4,11.0,2.0,8.0,0.0,1.0,7.0,0.0,4.0,0.25,12.0,0.75
1630191,Isaiah Stewart,F-C,1610612765,DET,1,13.2,20.2,20.2,10.0,6.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0
1630631,Jose Alvarado,G,1610612740,NOP,1,22.1,20.2,21.2,12.0,6.0,0.0,0.0,1.0,1.0,0.0,12.0,0.5,2.0,0.0
1629604,CJ Elleby,F-G,1610612757,POR,1,28.1,20.1,22.1,12.0,3.0,1.0,0.0,2.0,1.0,2.0,6.0,0.833,0.0,0.0
203915,Spencer Dinwiddie,G,1610612742,DAL,1,17.9,20.1,21.1,8.0,3.0,5.0,0.0,1.0,1.0,2.0,7.0,0.429,0.0,0.0
1630613,Duane Washington Jr.,G,1610612754,IND,1,18.7,20.0,21.0,18.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,0.636,0.0,0.0
202362,Lance Stephenson,F,1610612754,IND,1,17.2,19.6,20.7,10.0,1.0,5.0,0.0,1.0,1.0,0.0,8.0,0.375,6.0,0.667
201152,Thaddeus Young,F,1610612761,TOR,1,20.1,19.6,22.6,5.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,0.667,0.0,0.0
1627788,Furkan Korkmaz,G-F,1610612755,PHI,1,32.3,19.6,20.6,9.0,3.0,4.0,1.0,0.0,1.0,1.0,10.0,0.2,4.0,1.0
203110,Draymond Green,F,1610612744,GSW,1,24.9,19.6,20.6,7.0,3.0,6.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0
1630587,Isaiah Livers,F,1610612765,DET,1,23.5,19.1,20.1,14.0,3.0,1.0,0.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0
1628436,Luke Kornet,C-F,1610612738,BOS,1,13.2,19.0,19.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,7.0,0.714,0.0,0.0
1629669,Jaylen Nowell,G,1610612750,MIN,1,21.2,19.0,20.0,15.0,0.0,2.0,1.0,0.0,1.0,3.0,12.0,0.5,0.0,0.0
202738,Isaiah Thomas,G,1610612766,CHA,1,12.5,18.6,19.7,14.0,1.0,1.0,0.0,1.0,0.0,2.0,8.0,0.625,2.0,1.0
1626149,Montrezl Harrell,F-C,1610612766,CHA,1,22.5,18.3,20.4,8.0,2.0,4.0,1.0,1.0,2.0,0.0,6.0,0.667,0.0,0.0
1628539,Mychal Mulder,G,1610612748,MIA,1,42.2,18.3,19.4,11.0,2.0,2.0,1.0,0.0,0.0,3.0,9.0,0.333,2.0,1.0
1629018,Gary Trent Jr.,G-F,1610612761,TOR,1,30.9,18.1,18.2,17.0,1.0,2.0,0.0,0.0,3.0,1.0,17.0,0.471,0.0,0.0
1629033,Theo Pinson,G-F,1610612742,DAL,1,13.0,18.1,18.2,16.0,1.0,2.0,0.0,0.0,2.0,4.0,5.0,1.0,2.0,1.0
1629680,Matisse Thybulle,G-F,1610612755,PHI,1,35.5,18.1,21.1,7.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,0.75,0.0,0.0
1627747,Caris LeVert,G,1610612739,CLE,1,29.0,18.0,20.0,6.0,0.0,6.0,0.0,2.0,1.0,0.0,7.0,0.286,2.0,1.0
1630556,Kessler Edwards,F,1610612751,BKN,1,39.3,18.0,20.0,10.0,5.0,0.0,2.0,0.0,2.0,0.0,7.0,0.571,2.0,1.0
1629962,Devin Cannady,G,1610612753,ORL,1,33.3,18.0,18.0,15.0,0.0,2.0,0.0,0.0,0.0,4.0,10.0,0.4,3.0,1.0
1626168,Trey Lyles,F,1610612758,SAC,1,18.4,17.9,18.9,9.0,7.0,1.0,0.0,1.0,3.0,0.0,10.0,0.4,2.0,0.5
1629633,Jarrett Culver,G-F,1610612763,MEM,1,31.7,17.8,18.9,14.0,2.0,1.0,0.0,1.0,2.0,2.0,16.0,0.313,5.0,0.4
1628401,Derrick White,G,1610612738,BOS,1,19.5,17.3,17.3,8.0,4.0,3.0,0.0,0.0,0.0,1.0,5.0,0.6,1.0,1.0
1629674,Neemias Queta,C,1610612758,SAC,1,18.0,17.2,19.2,6.0,6.0,0.0,2.0,0.0,0.0,0.0,4.0,0.75,0.0,0.0
203496,Robert Covington,F,1610612746,LAC,1,12.8,17.2,18.2,9.0,6.0,0.0,0.0,1.0,1.0,3.0,7.0,0.429,0.0,0.0
203526,Raul Neto,G,1610612764,WAS,1,22.2,17.1,19.2,9.0,1.0,2.0,0.0,2.0,0.0,0.0,6.0,0.5,3.0,1.0
1630198,Isaiah Joe,G,1610612755,PHI,1,28.5,16.8,18.8,8.0,4.0,2.0,0.0,2.0,3.0,2.0,9.0,0.222,2.0,1.0
1630567,Scottie Barnes,F,1610612761,TOR,1,21.5,16.8,17.9,7.0,2.0,5.0,0.0,1.0,2.0,1.0,5.0,0.6,0.0,0.0
1629659,Talen Horton-Tucker,G,1610612747,LAL,1,13.2,16.6,17.7,10.0,1.0,3.0,1.0,0.0,1.0,0.0,8.0,0.375,5.0,0.8
203935,Marcus Smart,G,1610612738,BOS,1,25.9,16.6,17.6,4.0,3.0,6.0,0.0,1.0,2.0,0.0,7.0,0.286,0.0,0.0
1628427,Vlatko Cancar,F,1610612743,DEN,1,23.9,16.6,16.6,2.0,8.0,4.0,0.0,0.0,1.0,0.0,2.0,0.5,2.0,0.0
203503,Tony Snell,G,1610612740,NOP,1,25.2,16.1,18.2,8.0,1.0,2.0,0.0,2.0,0.0,2.0,7.0,0.429,0.0,0.0
1630215,Jared Butler,G,1610612762,UTA,1,22.4,16.1,17.1,11.0,3.0,1.0,1.0,0.0,2.0,1.0,6.0,0.5,4.0,1.0
202684,Tristan Thompson,C-F,1610612741,CHI,1,15.2,16.0,16.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.667,4.0,0.5
1630582,Yves Pons,F,1610612763,MEM,1,25.8,15.9,18.9,6.0,2.0,1.0,3.0,0.0,0.0,2.0,7.0,0.286,0.0,0.0
200752,Rudy Gay,F-G,1610612762,UTA,1,18.4,15.8,16.8,8.0,4.0,2.0,1.0,0.0,2.0,0.0,7.0,0.429,2.0,1.0
1629308,Juan Toscano-Anderson,F,1610612744,GSW,1,24.3,15.8,15.8,8.0,4.0,4.0,0.0,0.0,3.0,2.0,4.0,0.75,0.0,0.0
1630214,Xavier Tillman,F,1610612763,MEM,1,35.3,15.8,17.8,5.0,4.0,2.0,0.0,2.0,1.0,0.0,10.0,0.2,1.0,1.0
1626172,Kevon Looney,F,1610612744,GSW,1,15.0,15.7,15.7,4.0,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.667,0.0,0.0
1627774,Jake Layman,F,1610612750,MIN,1,16.6,15.6,16.6,10.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,0.75
203085,Austin Rivers,G,1610612743,DEN,1,22.6,15.3,16.3,7.0,4.0,1.0,0.0,1.0,0.0,1.0,7.0,0.429,0.0,0.0
1629684,Grant Williams,F,1610612738,BOS,1,19.6,15.1,16.1,9.0,3.0,1.0,1.0,0.0,1.0,1.0,7.0,0.286,4.0,1.0
203920,Khem Birch,C,1610612761,TOR,1,19.1,15.0,16.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,3.0,0.667,0.0,0.0
1627863,Danuel House Jr.,F-G,1610612762,UTA,1,27.0,14.7,15.7,7.0,6.0,1.0,0.0,1.0,3.0,0.0,7.0,0.286,4.0,0.75
1630543,Isaiah Jackson,F,1610612754,IND,1,32.0,14.6,17.6,7.0,3.0,0.0,1.0,2.0,2.0,0.0,4.0,0.75,2.0,0.5
1630183,Jaden McDaniels,F,1610612750,MIN,1,17.7,14.5,17.5,8.0,0.0,1.0,2.0,1.0,1.0,1.0,7.0,0.429,1.0,1.0
1628982,Melvin Frazier Jr.,G-F,1610612760,OKC,1,43.3,14.3,14.3,8.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,0.25,0.0,0.0
1628966,Keita Bates-Diop,F,1610612759,SAS,1,14.0,14.3,14.3,8.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,0.5,2.0,1.0
1629833,Keljin Blevins,G,1610612757,POR,1,22.5,14.1,16.1,5.0,3.0,1.0,0.0,2.0,0.0,1.0,8.0,0.25,0.0,0.0
1629678,Admiral Schofield,F,1610612753,ORL,1,21.9,14.0,14.0,8.0,5.0,0.0,0.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0
202397,Ish Smith,G,1610612764,WAS,1,17.4,14.0,17.0,8.0,0.0,2.0,0.0,3.0,3.0,0.0,9.0,0.444,0.0,0.0
1629139,Yuta Watanabe,G-F,1610612761,TOR,1,11.3,13.8,14.8,4.0,4.0,2.0,0.0,1.0,0.0,0.0,4.0,0.25,2.0,1.0
1628367,Josh Jackson,G-F,1610612758,SAC,1,17.7,13.6,13.6,12.0,3.0,0.0,0.0,0.0,2.0,0.0,8.0,0.375,6.0,1.0
1630205,Lamar Stevens,F,1610612739,CLE,1,20.4,13.6,14.6,8.0,3.0,2.0,1.0,0.0,3.0,0.0,10.0,0.4,0.0,0.0
1630238,Malik Fitts,F,1610612738,BOS,1,9.1,13.6,13.6,7.0,3.0,2.0,0.0,0.0,0.0,1.0,4.0,0.75,0.0,0.0
203585,Rodney McGruder,G,1610612765,DET,1,24.5,13.5,14.5,5.0,5.0,1.0,1.0,0.0,1.0,0.0,7.0,0.286,2.0,0.5
1630644,Mac McClung,G,1610612747,LAL,1,21.8,13.1,15.1,6.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,0.4,1.0,1.0
1626162,Kelly Oubre Jr.,F-G,1610612766,CHA,1,16.4,13.1,14.1,6.0,3.0,1.0,0.0,1.0,0.0,2.0,5.0,0.4,2.0,0.0
1629023,P.J. Washington,F,1610612766,CHA,1,24.6,12.6,13.7,9.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0
1630165,Killian Hayes,G,1610612765,DET,1,10.3,12.6,13.7,8.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,0.429,2.0,0.5
1630528,Josh Christopher,G,1610612745,HOU,1,19.4,12.6,13.7,6.0,1.0,3.0,0.0,1.0,1.0,0.0,6.0,0.333,4.0,0.5
201976,Patrick Beverley,G,1610612750,MIN,1,14.9,12.1,12.2,5.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,0.333,4.0,0.75
1630231,Kenyon Martin Jr.,F,1610612745,HOU,1,17.9,12.1,12.2,11.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,0.667,2.0,0.5
1630267,Facundo Campazzo,G,1610612743,DEN,1,8.7,12.0,14.0,3.0,0.0,4.0,0.0,2.0,1.0,1.0,4.0,0.25,0.0,0.0
1630691,Jamorko Pickett,F,1610612765,DET,1,23.3,12.0,13.0,6.0,5.0,0.0,1.0,0.0,2.0,2.0,6.0,0.333,0.0,0.0
201980,Danny Green,G,1610612755,PHI,1,19.5,11.8,14.8,0.0,4.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
1630182,Josh Green,G,1610612742,DAL,1,17.4,11.6,11.6,7.0,3.0,2.0,0.0,0.0,2.0,1.0,5.0,0.6,0.0,0.0
203918,Rodney Hood,G-F,1610612746,LAC,1,20.2,11.6,11.6,5.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
